AT,V,PE
13.89,35.71,468.54
26.92,51.43,437.35
23,60.37,437.6
25.95,59.27,444.19
14.84,38.91,467.83
22.5,70.94,442.4
31.84,77.95,433.28
19.35,39.39,465.28
24.26,67.69,437.4
21.95,68.08,443.93
16.07,65.46,450.54
30.21,79.74,430.83
13.66,45,473.12
9.76,39.16,482.38
15.69,39.3,464.17
5.29,41.38,492.12
26.72,65.61,442.48
12.68,41.4,466.64
29.24,64.33,440.12
19.09,43.14,463.3
5.06,40.64,483.73
26.23,70.72,445.28
27.15,73.9,433.09
23.47,65.61,447.16
19.78,44.71,465.49
13.07,40.83,471.19
8.52,38.5,482.96
10.39,40.96,479
30.2,56.9,436.17
23.93,64.05,440.66
21.11,43.43,447.83
16.59,41.79,455.42
30.52,70.4,438.29
15.74,43.71,462.66
21.25,44.05,448.43
12.25,44.58,475.24
6.49,43.65,484.94
14.1,48.92,461.34
24.62,58.66,449.8
16,43.34,462.33
28.67,66.25,434.73
29.18,68.24,428.52
26.8,68.31,447.85
16.76,43.67,462.44
9.44,39.82,483.18
11.44,34.03,476.06
13.45,43.14,474.1
16.46,61.27,456.64
12.91,40.73,464.61
18.58,64.45,444.28
13.1,40.03,470.75
13.45,41.16,460.57
10.01,43.7,479.24
17.32,41.67,462.74
21.49,61.27,450.07
23.56,49.16,445.36
11.02,38.28,472.11
33.62,77.17,431.03
4.56,40.27,493.87
14.87,41.76,464.84
10.77,44.78,470.66
21.45,60.08,451.49
13.24,54.3,467.81
22.64,58.66,449.79
11.72,40.55,474.7
26.74,59.87,447.88
12.51,49.83,452.84
9.88,39.66,480.05
25,68.14,437.67
25.51,73.56,437.07
11.22,41.93,480.71
21.7,49.02,446.46
19.83,63.94,448.03
12.34,40.62,466.47
10.4,45.01,470.79
13.61,42.34,466.17
25.55,58.95,442.3
13.2,41.78,468.58
25.88,66.48,434.4
14.75,41.16,468.14
7.82,40.72,481.52
11.7,25.36,470.88
6.37,40.81,489.18
23.98,50.32,443.45
24.8,59.87,441
23.89,50.16,444.99
27.88,70.79,429.62
7.19,39.4,483.04
24.2,60.95,448.43
33.82,72.29,432.13
14.69,54.3,462.63
24.82,74.87,434.46
12.59,40.03,471.63
19.05,44.06,454.28
5.51,35.57,489.36
33.7,68.27,427.4
26.05,56.85,438.59
14.45,39.58,467.62
30.48,70.04,429.85
19.68,56.65,456.89
21.34,48.06,458.13
23.03,65.12,447.84
24.2,59.07,441.93
24.54,48.06,443.67
32.27,71.85,429.72
7.61,41.26,480.68
13.86,41.58,461.56
24.35,59.21,444.35
29.12,67.32,435.2
18.03,58.86,450.33
10.59,41.54,478.74
27.69,69.98,433.47
15.21,50.88,460.56
16.92,50.9,460.86
26.16,63.76,437.24
13.78,38.47,466.41
17.66,60.08,456.62
30.12,73.18,429.31
17.69,44.34,464.13
23.14,58.95,442.27
13.98,39.18,467.97
24.41,69.48,435.38
14.38,44.78,459.66
22.75,70.94,439.91
26.94,65.61,443.9
18.8,47.83,453.9
24.45,65.12,445.01
23.77,69.13,434.08
24.62,68.31,448.58
18.85,67.32,446.7
21.94,56.85,442.63
25.61,58.86,444.77
18.97,43.43,453.2
23.46,51.19,444.82
21.04,74.87,443.44
4.23,38.44,489
24.42,63.31,438.39
23.1,59.43,440.64
24.98,58.98,441.33
32.96,73.03,438.93
22.1,71.29,442.35
32.27,71.85,427.56
12.36,52.75,465.14
13.11,41.44,471.61
13.18,52.72,468.36
8.03,40.67,492.26
15.49,39,462.28
30.02,68.24,429.5
14.73,40.35,470.03
4.78,42.85,479.09
30.3,71.98,426.52
9.63,40.27,477.38
13.24,39.85,477.22
22.93,63.13,448.02
14.55,42.74,457.77
26.42,59.27,443.94
18.88,43.69,464.63
24.47,70.94,436.29
14.81,42.03,470.41
12.8,42.18,467.69
9.72,39.66,480.05
17.74,44.2,454.37
29.65,71.25,430.88
22.19,62.96,453.03
29.79,62.66,440.27
27.13,69.45,434.47
24.62,70.47,435.88
28.65,68.27,432.73
31.86,69.59,435.72
27.56,63.9,442.43
12.29,40.71,469.75
8.84,42.49,481.58
30.62,64.69,435.84
3.99,39.64,492.06
23.38,58.82,446.54
27.46,66.54,431.81
29.22,60.23,436.32
22.22,48.98,447.1
6.8,39.37,487.33
4.49,40.27,494.24
22.53,74.87,444.69
23.63,60.37,440.74
10.06,39.61,476.92
11.09,42.44,478.37
7.64,38.18,484.45
33.95,68.14,427.25
32.38,69.05,429.31
9.42,41.4,477.01
25.92,60.32,448.37
18.5,52.08,451.23
13.12,48.04,463.46
34.33,69.05,430.56
29.29,70.02,438.84
16.4,44.9,456.11
21.44,62.96,450.57
11.45,41.17,476
14.62,44.84,464.51
29.29,57.19,435.69
10.16,40.8,477.49
25.45,69.59,445.61
31.98,73.42,432.2
25.93,66.56,433.25
32.51,71.22,433.76
11.38,52.75,469.9
10.39,40.22,478.58
13.6,41.2,467.42
30.11,62.04,444.42
33.24,74.34,435.5
25.59,62.39,435.84
24.33,60.32,445.36
28.92,61.02,436.76
15.62,58.59,457.3
7.49,36.08,483.26
18.33,44.34,468.8
21.38,44.05,445.71
24.13,73.18,436.22
9.53,40.23,484
8.83,41.92,483.38
26.37,54.5,451.78
15.04,41.35,467.96
25.13,51.95,447.7
22.26,69.04,444.73
31.07,70.32,436.16
30.74,79.05,430.69
13.08,43.14,467.06
26.18,69.84,431.69
14.22,40.83,469.75
10.95,40.22,477.23
30.62,66.75,432.66
26.96,73.68,429.48
23.25,63.78,448.82
8,34.03,487.17
12.66,41.2,466.49
23.04,74.99,437.65
31.41,74.16,434.88
29.51,75.6,431.18
21.96,58.79,447.31
26.45,75.6,436.89
12.79,44.03,464.35
14.63,41.23,466.36
14.74,42.77,463.61
23.56,66.49,441.92
17.34,44.06,458.5
13.26,45.51,472.17
19.46,60.07,451.89
29.96,67.83,433.13
21.38,60.84,445.8
19.48,39.72,457.16
12.99,41.93,472.95
25.79,75.6,434.65
11.46,39.3,475.51
26.38,71.58,434.26
5.23,35.57,488.5
15.36,41.35,465.01
9.19,40.62,475.42
5.89,40.07,493.9
34.29,68.51,427.62
19.21,60.07,452.84
14.02,40.66,465.39
29.12,67.83,432.46
2.58,39.42,488.69
12.61,41.58,463.36
20.48,60.29,455.51
7.3,43.65,482.96
22.7,66.44,444.02
29.78,65.74,441.51
15.3,43.34,463.7
10.39,44.85,478.05
13.1,49.83,466.08
24.92,48.92,445.56
10.89,44.2,479.16
6.81,38.56,487.45
23.63,71.29,442.65
32.39,79.74,430.12
20.64,49.21,454.2
26.89,70.32,435.56
19.02,50.66,455.42
20.78,58.86,446.2
8.72,36.25,479.94
22.45,41.54,460.07
24.2,50.78,443.09
10.8,40.22,478.21
31.48,69.75,438.19
19.09,66.51,458.41
24.38,63.91,446.02
19.46,46.33,452.11
26.63,73.68,428.8
10.26,39.13,474.16
31.01,71.37,430.82
3.95,38.44,492.46
25.99,74.67,434.7
18.25,43.14,462.78
14.46,53.82,462.6
29.09,70.98,439.34
12.53,42.03,469.18
20.35,67.71,446.42
5.82,41.38,492.12
10.52,41.01,466.75
14.1,41.04,465.89
21.98,55.97,442.65
23.6,65.48,444.38
26.53,63.87,445.11
28.22,51.43,438.43
26.13,73.21,435.34
4.11,38.44,488.05
30.75,73.5,429.18
13.27,42.28,468.86
11.91,43.22,472.88
18.24,59.15,449.48
30.01,62.34,435.94
11.41,40.62,466.83
14.39,40.35,472.43
20.75,60.77,448.58
11.36,38.25,473.55
27.94,63.07,441
11.28,40.55,475.14
14.69,49.64,434.12
24.23,59.04,443.06
9.44,41.79,474.03
21.83,57.85,448.21
14.79,38.73,470.28
23.29,68.51,441.17
21.75,65.12,452.89
17.33,53.16,460.67
17.53,50.66,457.28
22.61,54.42,453.86
13.34,40.83,471.82
15.85,49.69,469.4
12.43,43.22,468.01
20.34,46.63,453.62
14.52,44.84,466.88
31.92,75.33,436.38
22.89,73.11,440.15
20.84,51.19,448.98
18.81,52.08,450.72
28.95,66.75,432.39
16.82,47.45,449.57
11.2,41.38,476.87
9.13,39.16,484.86
15.24,45.87,456.33
5.68,40.35,486.79
30.32,64.69,436.72
17.89,44.6,463.99
33.38,71.06,430.98
26.19,65.61,443.73
12.59,44.34,474.11
17.62,43.69,465.93
22.06,64.15,451.44
18.28,45,471.42
16.62,52.05,457.89
22.83,65.18,442.43
12.04,40.78,463.51
19.51,50.16,448.28
24.65,71.98,431.77
16.14,44.63,463.5
19.27,50.9,455.09
6.5,38.68,483.72
6.43,39.61,480.58
23.46,57.85,444.66
5.68,40.77,487.58
20.12,56.53,454.54
27.75,66.54,437.58
14.32,45.08,467.21
28.29,47.93,437.13
15.08,42.77,461.68
10.98,41.39,476.31
31.85,73.91,431.26
19.54,50.66,456.61
23.17,62.39,439.29
20.28,62.52,452.45
10.08,41.16,469.17
28.5,74.87,444.88
15.16,40.73,459.19
28.02,68.08,434.95
25.38,65.34,447.41
27.55,64.96,431.33
6.45,40.02,481.36
14.43,43.5,466.58
14.22,39.39,470.98
12.1,40.27,477.61
9.83,38.56,480.47
32,73.17,428.69
11.83,45.09,470.32
29.92,67.22,444.78
7.22,41.01,476.15
13.07,38.47,468.9
10.08,43.14,478.73
23.89,70.04,433.71
18.88,44.06,451.13
20.68,68.61,446.33
13.99,36.71,473.2
7.4,41.03,486.81
11.77,40,475.49
22.64,63.73,447.21
18.13,66.86,454.85
23.18,72.99,439.12
29.45,68.24,432.53
10.2,41.17,479.7
26.57,48.06,439.54
22.78,49.16,444.99
25.59,61.08,443.91
18.66,56.53,459.45
24.66,69.94,432.68
21.9,66.54,439.06
12.12,38.28,471.19
14.95,42.99,468.61
19.31,52.72,455.25
30.93,73.42,432.44
26.27,62.91,447.76
19.46,66.86,454.89
15.56,40.12,461.21
8.99,41.26,476.09
22.16,58.82,444.76
24.43,59.87,441.61
20.78,62.52,452.3
29.51,76.09,432.45
12.4,40.35,476.44
28.92,72.43,431.5
13.03,42.86,475.03
28.73,73.91,436.12
26.43,77.17,431.26
17.61,56.53,457.01
21.79,46.21,449.99
5.11,42.07,486.41
12.85,40.35,472.69
25.03,47.93,443.55
25.35,66.56,436.51
28.95,73.4,440.67
19.72,51.19,446.01
30.03,67.9,426.13
8.7,39.72,479.03
14.94,42.77,460.51
7.07,37.49,481.58
21.12,47.24,462.41
8.6,42.28,484.21
10.33,44.92,476.99
16.79,49.25,458.42
16.16,41.79,453.39
22.52,64.27,445.4
22.11,59.8,450.62
14.11,45.08,464.7
24.97,68.61,447.83
19.22,62.1,451.8
13.72,44.47,470.66
24.58,71.94,433.99
9.16,42.44,480.98
20.92,57.76,453.96
26.7,70.32,438.46
9.04,44.68,479.53
10.16,39.3,480.74
3.85,35.47,489.78
22.7,64.05,448.76
28.54,69.59,433.3
31.54,72.58,427.31
10.48,36.71,473.3
16.77,42.28,465.52
17.84,52.08,450.67
21.76,60.27,446.86
12.24,40.96,474.76
13.25,49.83,453.8
17.28,44.92,459.26
34.96,68.94,431.48
28.51,74.78,434.43
32.29,64.96,430.58
15.6,44.68,463.82
26.91,71.64,438.73
23.55,73.18,437.88
15.49,54.3,464.24
19.68,62.96,453.58
24.87,60.37,436.41
24.73,69.05,437.93
11.31,39.61,471.92
15.24,37.87,463.09
23.16,57.69,438.29
14.81,40.71,467.66
13.97,41.16,459.84
23.25,71.29,442.21
22.47,59.43,444.5
16.38,45.64,462.58
19.73,68.63,450.26
30.24,69.88,436.37
28.13,61.25,436.61
24.6,75.23,434.07
21.64,50.32,442.52
29.03,69.51,435.09
25.02,59.44,444.08
23.32,69.23,436.18
11.48,44.6,470.39
13.83,41.23,466.2
26.77,68.08,432.91
15.34,40.73,458.55
28.14,43.21,436.53
8.6,36.66,481.86
21.86,58.49,449.9
7.71,36.25,481.74
22.7,48.14,448.96
27.21,66.49,439.04
24.58,48.98,459.79
10.06,39.61,478.35
26.34,68.67,437.52
20.48,51.43,448.03
6.19,41.31,485.08
13.08,44.9,472.01
21.87,74.87,442.37
18.91,43.14,460.19
11.92,38.25,472.5
12.27,41.17,473.84
5.17,35.57,491.32
15.93,25.88,462.7
22.21,61.87,446.62
20.84,65.06,445.74
22.53,58.62,449.02
16.27,56.89,454.88
27.37,69.23,433.18
13.18,43.72,464.7
27.69,73.91,435.08
14,41.78,465.62
18.88,65.94,445.61
24.18,59.92,438.85
19.19,50.16,449.52
28.37,67.07,435.94
27.55,65.59,440.53
5.96,36.25,488.2
28.52,70.02,441.98
26.49,59.44,441.16
22.65,60.93,440.52
7.04,39.37,488
30.13,78.05,434.14
29.32,71.29,432.17
10.46,41.26,473.76
19.62,52.05,456.81
10.71,41.93,478.76
26.06,64.05,442.24
8.2,41.14,474.04
25.32,60.37,438.5
15.75,39.16,468.87
30.26,76.2,435.04
9.86,42.49,477.78
20.56,43.79,462.11
27.28,44.89,441.94
22.89,62.39,448.13
27.59,50.05,437.98
31.11,72.25,434.22
13.8,40.2,466.29
21.8,62.39,452.15
14.28,39.39,469.92
9.99,41.82,475.75
17.65,59.87,450.93
19.47,50.9,457.08
16.64,39.64,463.49
16.95,40.12,457.05
25.95,69.51,434.38
14.09,41.2,472.42
11.21,39.85,480.61
20.25,55.5,455.13
17.72,48.14,457.44
13.78,38.28,467.43
5.57,42.85,488.85
18.23,60.95,455.53
23.89,65.18,438.97
32.16,66.25,434.5
25.62,63.13,439.13
21.69,42.23,461.56
13.9,45.08,465.31
25.88,74.67,434.81
25.03,61.86,439.55
17.7,50.88,456.78
13.98,40.24,467.2
23.36,72.24,434.15
26.55,73.67,433.44
25.16,47.01,452.64
23.82,63.76,440.52
29.86,70.8,437.47
25.42,66.05,442.6
8.33,39.72,479.12
26.2,65.18,440.07
31.49,73.5,432.13
28.05,70.36,434.06
9.7,37.14,475.77
15.94,44.85,462.54
18.52,58.41,446.68
14.5,40.66,463.53
25.66,71.77,429.25
24.29,62.91,442.18
13.87,49.83,462.46
6.1,43.65,485.24
21.91,70.32,439.29
29.34,70.94,433.57
23.93,65.59,444.9
7.77,40.27,485.54
28.07,74.33,428.87
28.34,73.68,432
18.59,65.06,450.4
28.68,61.86,440.57
19.01,58.46,446.18
21.29,51.43,452.94
9.78,52.75,469.58
19.65,42.23,461.16
8.54,38.08,478.31
21.39,58.05,449.76
13.25,43.7,472.22
13.53,42.03,466.71
5.35,35.79,483.2
32,65.74,440.26
26.92,68.27,435.17
25.82,59.43,436.67
26.41,65.59,441.49
4.27,39.64,487.19
17.79,44.9,457.72
17.47,58.16,456.97
28.53,76.86,431.64
28.37,68.12,436.42
22.88,71.73,436.36
10.16,41.62,465.05
4.59,39.33,494.9
9.23,39.66,481.77
23.81,66.51,438.32
17.98,60.1,452.57
12.38,45.09,467.47
12.88,44.34,474.94
23.26,63.56,446.67
25.98,68.12,439
10.01,41.17,479.4
8.55,36.25,480.68
16.85,50.9,460.68
23.48,66.49,450.05
19.64,46.33,451.45
22,59.54,439.37
22.54,63.91,446.64
28.18,77.54,430.55
31.04,74.67,435.17
10.81,45,482.63
21.84,55.5,454.99
24.96,69.68,447.2
22.19,70.02,444.85
31.01,74.16,434.64
19.05,55.5,457.5
17.37,58.49,456.29
24.07,73.46,438.41
23,66.05,421.57
20.05,42.48,457.01
24.03,45.87,445.84
31.44,79.74,431.69
7.36,41.01,477.37
20.53,65.06,446.64
29.21,72.25,434.64
20.68,63.86,447.84
32.96,69.75,435.56
26.29,56.85,439.86
29.25,78.87,430.49
31.91,69.89,429.29
6.67,39.33,490.03
14.56,40.89,467.53
20.3,58.41,451.74
20.74,58.2,450.4
23.51,58.79,445.75
32.32,76.09,432.53
25.79,75.6,434.65
22.26,70.47,440.21
5.53,35.79,484.25
16.05,65.46,456.94
9.98,41.62,463.16
18.47,62.1,452.51
26.55,69.45,434.55
27.67,71.64,433.29
29.63,66.75,433.26
9.32,41.39,481.88
29.04,76.09,430.32
19.27,65.12,449.42
21.55,44.05,443.48
8.35,40.46,474.79
24.71,61.9,443.39
21.85,58.33,447.31
11.2,41.54,479.03
25.21,69.48,436.02
21.75,50.12,446.64
23.59,71.73,435.67
27.57,68.31,444.71
15.03,40.66,459.46
3.6,35.19,488.98
27.81,66.51,439.48
21.41,50.32,443.63
6.4,41.17,488.82
31.03,69.98,436.13
14.09,44.84,466.12
31.38,71.32,433.44
30.21,71.32,434.91
23.81,73.17,438.11
21.4,59.21,444.15
15.14,37.85,468.31
16.34,41.48,453.6
25.64,63.47,442.62
14.2,40.92,460.42
29.91,74.33,430.26
22.64,70.98,441.99
32.5,73.68,427.63
25.73,62.66,444.85
32.35,77.95,432.72
18.1,45,465.46
15.32,45.01,459.31
21.41,54.2,448.11
18.87,52.05,458.64
27.3,57.19,438.65
14.2,45.51,465.35
8.61,43.8,478.25
27.98,74.78,436.82
23.97,63.86,441.65
20.63,43.77,448.25
23.63,73.18,437.7
24.84,71.73,436.36
25.76,71.06,433.75
6.77,38.18,484.31
21.75,67.45,445.1
18.21,41.85,468.4
23.09,73.5,438.56
21.28,70.32,438.7
29.04,70.72,437.95
11.98,39.35,472.43
11.4,52.75,465.79
4.32,35.47,488.03
15.77,39.82,468.78
17.75,42.24,468.86
19.26,58.46,450.66
23.85,69.45,439.67
26.77,64.45,449.1
25.2,61.08,447.09
21.84,59.07,448.61
20.17,58.12,455.25
21.74,60.27,441.22
27.53,70.32,433.72
21.95,50.66,455.23
8.03,37.8,481.51
15.25,39.16,471.05
32.16,71.32,434.01
24.81,67.17,442.75
14.85,43.13,470.37
28.32,72.58,428.06
22.21,61.5,445.77
5.53,40.64,479.88
25.31,60.75,437.33
15.86,43.5,459.42
23.47,60.77,444.46
14.08,43.41,466.99
20.15,49.5,462.65
13.07,43.13,471.47
26.75,69.45,434.57
32.31,62.04,450.13
30.18,61.5,436.92
9.15,41.82,477.78
8.57,40.23,484.17
24.68,48.06,447.96
5.97,40.35,489.03
17.54,42.42,471.28
24.98,60.32,446.46
25.54,60.37,436.14
27.45,64.34,440
23.24,45.01,457.01
11.04,45.51,474.45
17.06,58.96,461.15
3.82,35.47,489.04
12.1,44.77,463.11
11.72,40.55,470.8
14.66,42.07,462.77
22.45,63.77,444.26
23.46,72.43,435.36
30.15,70.32,426.8
31.74,79.74,431.72
21.4,74.93,434.09
16.56,42.99,464.62
27.45,59.74,450.46
13.69,40.83,471.26
12.67,42.86,473.13
19.77,65.06,448.26
28.04,70.32,435.42
13.35,41.16,474.57
20.54,68.12,440.28
21.67,57.76,452.56
25.61,52.36,451.42
18.03,53.16,457.73
5.85,40.77,480.59
10.38,40.92,466.46
23.36,73.18,435.85
12.91,41.16,472.71
15.35,41.79,455.54
30.69,74.16,435.17
30.58,65.18,437.17
18.15,58.46,449.48
12.38,40.6,472.53
34.65,74.67,427.69
10.99,43.5,469.34
33.72,74.33,428.96
19.09,44.63,461.36
21.43,63.94,445.29
34.33,74.34,435.76
30.59,70.04,429.13
32,73.17,433.72
3.96,35.47,489.68
32.45,66.44,429.99
28.91,58.33,437.53
32.26,71.29,431.96
23.39,74.22,439.92
29.27,69.89,425.55
16.37,43.5,459.18
18.68,43.69,463.02
24.86,65.34,447.25
5.12,40.78,481.28
32.55,73.03,439.81
19.81,43.56,460.59
8.46,39.42,474.42
23.71,68.63,449.41
30.52,71.77,426.14
22.79,68.63,446.16
19.05,53.16,455.76
25.72,66.86,439.97
9.64,40.56,483.39
29.49,70.98,434.43
23.4,49.16,446.05
10.36,43.67,477.23
16.74,39.16,460.47
17.07,41.35,464.6
27.43,64.96,431.21
23.1,60.08,451.01
28.25,71.77,429.39
30.92,78.05,434.12
26.75,58.33,444.09
6.62,41.14,479.74
12.69,40.75,472.68
18.04,44.88,461.13
19.15,56.53,456.4
12.08,40.24,474.07
15.67,48.78,462.96
34.63,74.33,428.54
7.46,41.26,482.83
19.61,56.53,454.22
10.96,41.93,473.28
24.15,63.13,440.15
8.09,38.5,484.81
21.59,48.06,446.83
25.03,59.21,446.33
10.24,41.58,465.86
24.2,57.85,446.87
20.24,58.41,449.49
31.82,73.68,433.32
14.17,39.59,464.17
10.07,34.69,478.65
29.79,68.24,428.44
12.51,43.67,471.96
18.91,59.21,450.24
7.98,39.61,479.78
31.67,69.68,439.72
17.59,65.48,454.51
25.96,60.32,443.44
15.35,35.4,468.94
22.39,48.14,448.58
30.85,67.45,430.8
24.02,64.63,449.66
16.25,40.89,464.33
24.33,46.93,449.07
28.78,64.96,432.66
25.01,59.54,441.3
22.98,58.46,445.05
17.85,46.48,458.16
24.24,71.58,437.75
5.09,42.85,481.24
12.68,40.69,475.37
29.56,52.84,436.46
18.46,42.18,458.67
10.07,40.46,470.99
21.49,56.9,452.46
16.69,53.82,458.96
28.77,58.33,448.06
15.03,42.44,464.91
28.62,70.32,431.03
14.84,71.14,454.16
23.33,58.95,442.71
26.1,66.25,441.53
12.72,39.13,467.28
26.34,69.45,438.5
30.54,70.17,434.62
7.09,43.65,483.42
23.47,59.22,442.13
9.78,41.93,484.03
13.61,41.74,471.79
24.96,74.99,440.91
25.68,59.44,444.36
23.01,59.44,445.72
30.28,58.9,439.06
5.86,40.62,480.71
9.68,39.61,475.02
26.04,71.14,433.78
12,39.35,476.64
15.45,46.63,464.37
30.09,69.48,435.2
11.23,41.17,475.85
10.59,41.93,479.85
19.89,51.43,448.98
14.35,40.71,473.56
5.47,40.62,481.56
16.11,44.92,460.99
26.03,59.07,440.6
30.61,68.84,439.9
22.54,63.07,442.28
11.67,40.23,475.07
11.71,41.44,474.22
10.91,39.61,469.42
29.53,70.94,432.43
30.54,69.14,435.46
10.72,45,480.62
25.54,48.41,437.58
24.89,64.27,444.21
29.33,52.84,438.25
9.33,39.96,473.78
20.76,58.18,449.25
28.78,60.07,439.74
19.62,43.56,463.33
24.92,60.95,445.44
11.33,41.16,468.87
22.12,63.91,447.77
18.27,51.43,460.41
15.9,41.35,464.93
14.67,71.14,458.8
17.94,37.2,467.65
18.92,44.63,451.64
15.27,56.89,456.72
16.31,68.28,450.33
4.99,41.03,493.16
24.07,71.97,441.84
20.03,62.26,447.4
15.83,41.67,464.93
25.44,70.17,433.02
23.38,52.84,440.28
30.17,64.79,439.75
29.97,73.06,430.37
6.86,42.49,486.14
21.87,49.39,451.97
20.46,51.43,444.88
12.03,40.1,474.94
32.21,68.3,429.66
33.08,69.75,434.98
5.66,35.79,484.15
19.35,50.12,447.43
23.43,51.43,444.09
11.18,37.5,472.02
28.37,72.86,441.37
11.49,39.22,471.47
18.87,43.43,454.58
20.3,59.8,453.29
12.39,49.83,468.43
33.13,74.34,433.73
18.26,59.15,452.03
11.21,41.06,474.03
18.19,44.06,456.13
12.6,41.74,474.23
20.18,43.43,450.09
22.89,65.34,450.53
12.19,44.63,468.91
25.86,59.07,440.9
15.33,52.05,452.82
17.3,62.1,450.83
11.52,40.75,477.19
32.09,79.74,432.85
24.82,72.99,435.68
27.85,66.44,429
25.72,74.67,434.83
25.61,74.22,438.45
22.18,45.09,455.4
13.92,41.16,465.33
14.26,44.2,462.87
27.02,71.25,438.33
14.29,37.85,468.63
11.23,41.17,475.85
17.57,43.7,463.64
12.67,41.16,462.35
27.42,65.74,440.52
15.63,43.02,466.69
13.74,44.21,466.67
29.61,67.07,434.14
30.39,66.54,428.89
15.24,44.45,460.94
12.52,42.34,464.71
24.56,51.86,447.57
16.39,58.59,455.05
10.64,41.04,468.88
18.06,65.48,454.34
12.81,44.58,475.5
10.03,42.18,475.74
22.74,58.12,447.86
20.65,41.67,455.5
8.19,41.66,485.2
14.08,39.31,464.16
8.74,40.03,481.07
28.9,68.84,437.06
13.95,40.2,464.79
7.89,40.46,477.27
25.17,64.79,442.15
26.94,68.24,430.34
14.08,40.73,461.58
14.32,40.78,457.92
24.63,59.57,440.67
26.59,69.13,430.11
11.62,39.72,471.56
17.32,43.7,464.5
20.39,64.15,457.37
11.64,41.39,479.53
22.08,55.5,455.79
17.77,52.9,457.98
22.43,69.84,436.19
21.87,66.86,453.62
25.59,72.43,432.49
15.24,40,454.64
8.14,37.49,480.66
21.2,59.39,444.57
10.9,39.64,477.04
17.23,41.1,464.18
14.03,49.83,463.71
8.42,42.28,481.91
29.09,47.93,438.97
4.08,35.19,489.44
29.72,68.08,430.36
5.98,41.31,484.51
28.83,64.96,429.13
12.9,43.41,464.26
34.61,73.03,438.56
18.32,47.83,454.11
27.37,72.58,428.05
16.02,44.21,462.51
22.1,74.87,442.83
6.93,39.81,484.98
6.75,39.37,486.26
25.42,67.25,439.43
23.05,58.86,445.46
7.23,41.22,483.31
22.59,59.43,442
9.06,39.66,479.53
11.82,41.17,475.61
25.14,60.93,437.4
25.21,70.04,432.93
10.54,41.93,479.65
32.42,75.08,436.26
19.88,44.6,467.68
24.73,70.72,439.3
12.67,48.14,463.68
11.02,40.81,474.01
18.09,48.92,455.07
19.67,44.71,464.99
19.96,56.03,454.67
12.3,40.69,474.46
21.99,51.19,446.93
25.35,71.98,435.72
6.22,38.68,483.55
15.69,37.87,465.41
21.44,60.32,448.84
24.27,63.9,450.26
21.55,60.27,443.93
23.74,49.5,463.4
11.94,44.2,474.02
23.45,70.04,436.46
17.36,44.63,456.98
17.51,68.28,449.59
22.23,46.93,448.27
27.01,52.3,439.51
19.96,39.53,460.49
24.43,65.27,440.99
24.26,61.02,442.86
23.45,66.48,435.13
15.95,42.24,465.35
23.03,54.42,453.77
15.47,48.98,457.55
7.71,40.71,471.38
14.27,41.48,458.19
11.02,41.17,477.62
23.25,72.99,438.51
13.45,45.87,464.59
12.87,39.3,467.54
8.16,39.3,483.17
27.93,73.68,435.95
20.12,58.12,453.33
16.5,39.72,459.06
18.92,67.71,446.77
26.04,74.67,433.55
19.23,45.01,450.77
31.11,74.87,434.3
25.45,74.33,435.12
14.56,25.88,466.29
28.18,49.3,438.91
21.9,57.76,449.95
22.04,59.14,442.45
29.83,71.98,426.98
25.21,75.6,445.84
31.11,71.8,437.2
18.94,48.7,451.38
23.34,59.44,445.24
22.5,59.54,445.22
32.38,77.24,430.96
7.39,39.81,482.99
21.84,59.39,442.11
14.72,43.34,464.22
24.67,49.5,455.31
23.17,51.19,441.77
19.66,59.87,446.28
23.95,59.92,435.92
31.07,64.96,428.63
27.03,71.14,430.41
10.96,37.5,471.05
7.84,41.39,485.66
31.3,67.17,433.53
15.76,44.89,459.67
23.09,45.01,453.45
16.9,38.58,459.87
17.98,59.15,451.97
13.86,40.66,463.49
15.47,46.48,462.58
7.11,40.77,475.55
29.52,77.24,433.82
7.94,40.6,486.33
29.7,57.35,433.27
23.5,50.23,457.51
20.03,60.77,449.31
8.49,36.25,480.35
12.48,40.67,475.96
9.96,42.03,477.85
16.64,44.9,460.93
14.35,35.71,468.9
9.07,40.67,484.5
12.57,41.66,475.61
9.32,37.73,477.91
27.17,67.17,431.73
24.48,50.23,456.02
6.69,36.24,483.82
14.89,39.58,465.95
22.32,47.93,440.21
7.64,39.85,481.53
25.34,59.39,439.8
6.05,42.85,485.02
